League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Liga MX,2024-10-27,00:00:00,Tigres,Pachuca,1.6,1.66,5.9,6.6,4.3,4.6,2.18,2.32,1.75,1.84,1.82,1.93,2.06,2.48,13.0,23.0,16.0,28.0,34.0,60.0,120.0,180.0,7.2,9.8,7.4,10.5,16.5,28.0,50.0,95.0,7.6,10.5,7.4,10.5,15.0,26.0,50.0,90.0,11.5,19.5,12.0,20.0,23.0,40.0,75.0,130.0,1.01,8.2,1.01,100.0,1.01,1000.0,33709667,328916.0,328954.0,58805.0,1.234806094,1.234806139,1.234806178,1.234806103
US MLS,2024-10-27,00:00:00,LA Galaxy,Colorado,1.48,1.49,6.6,7.0,5.4,5.8,3.65,3.95,1.34,1.37,1.54,1.58,2.72,2.86,36.0,55.0,38.0,46.0,38.0,75.0,19.0,160.0,15.5,17.5,13.0,15.0,24.0,27.0,38.0,70.0,12.5,14.0,10.5,11.5,15.5,17.5,42.0,48.0,13.5,15.5,12.5,14.0,19.0,21.0,27.0,55.0,3.75,4.1,30.0,40.0,18.0,280.0,33708672,2658589.0,171911.0,58805.0,1.234784755,1.234784800,1.234784839,1.234784764
Australian A-League Men,2024-10-27,00:00:00,Auckland FC,Sydney FC,2.88,2.92,2.4,2.44,4.1,4.2,2.64,2.78,1.56,1.61,1.52,1.57,2.76,2.92,20.0,26.0,14.5,16.5,17.5,19.5,32.0,36.0,16.0,18.5,9.0,9.8,10.5,11.5,20.0,23.0,22.0,24.0,12.0,13.0,13.5,14.5,24.0,27.0,40.0,48.0,24.0,27.0,26.0,32.0,44.0,55.0,14.0,17.0,11.0,12.5,15.0,380.0,33687120,47625959.0,1205121.0,58805.0,1.234624099,1.234624103,1.234624178,1.234624100
Mexican Liga MX,2024-10-27,00:05:00,Atlas,Tijuana,1.97,2.0,4.2,4.6,3.7,3.9,1.94,2.04,1.96,2.08,1.83,2.04,1.99,2.28,11.5,15.0,12.5,17.0,25.0,34.0,70.0,100.0,8.2,9.8,7.2,9.4,14.0,19.0,42.0,60.0,10.5,13.0,9.4,11.5,16.5,22.0,50.0,70.0,20.0,24.0,18.5,23.0,29.0,40.0,90.0,130.0,1.01,15.0,1.01,60.0,1.01,1000.0,33709690,328950.0,5687741.0,58805.0,1.234805822,1.234805867,1.234805906,1.234805831
Japanese J League 2,2024-10-27,01:00:00,Nagasaki,Kagoshima Utd,1.73,1.8,4.6,5.0,4.2,4.6,2.32,2.6,1.63,1.76,1.65,1.92,2.28,2.78,15.5,26.0,16.0,26.0,28.0,48.0,70.0,120.0,8.8,14.0,7.6,12.5,14.0,23.0,36.0,65.0,9.2,15.0,7.6,12.5,13.0,22.0,36.0,65.0,13.5,23.0,12.0,20.0,20.0,34.0,55.0,95.0,1.01,9.8,1.01,55.0,1.01,660.0,33706137,7081211.0,10428848.0,58805.0,1.234734636,1.234734681,1.234734720,1.234734645
Japanese J League 3,2024-10-27,01:00:00,Tottori,Toyama,3.7,4.7,1.93,2.26,3.0,1000.0,1.7,3.5,1.4,2.42,1.01,2.04,1.01,2.32,1.13,14.5,1.13,9.8,1.13,14.0,1.13,1000.0,1.13,16.0,1.13,8.6,1.13,11.5,1.13,1000.0,1.13,1000.0,1.13,18.0,1.13,22.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,18.5,1.13,1000.0,33720883,5759566.0,4296466.0,58805.0,1.234996371,1.234996416,1.234996455,1.234996380
Japanese J League 3,2024-10-27,01:00:00,Grulla Morioka,Omiya,8.8,16.5,1.29,1.38,4.7,10.5,2.0,2.76,1.56,1.99,1.98,2.66,1.01,1.92,1.13,27.0,1.13,10.5,1.13,9.4,1.13,12.0,1.13,44.0,1.13,16.0,1.13,13.5,1.13,19.0,1.13,1000.0,1.13,1000.0,1.13,40.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,6.6,1.13,1000.0,33720900,8535701.0,1080509.0,58805.0,1.234997267,1.234997316,1.234997356,1.234997278
South Korean K3 League,2024-10-27,02:00:00,Siheung Citizen,Paju Citizen,1.71,1.94,4.5,5.6,3.7,4.3,1.87,2.18,1.84,2.16,1.8,2.1,1.92,2.26,1.13,16.0,1.13,19.5,1.13,42.0,1.13,1000.0,7.2,9.8,1.13,9.8,1.13,22.0,1.13,75.0,1.13,12.0,1.13,11.5,1.13,23.0,1.13,80.0,1.13,21.0,1.13,21.0,1.13,42.0,1.13,1000.0,1.13,13.0,1.13,85.0,1.13,1000.0,33720935,17132383.0,24211528.0,58805.0,1.234998412,1.234998457,1.234998496,1.234998421
South Korean K3 League,2024-10-27,02:00:00,Daegu FC (Res),Changwon City,3.15,5.1,1.83,2.44,3.1,1000.0,1.37,1000.0,1.25,4.3,1.58,1.99,2.0,2.72,1.13,21.0,1.13,13.0,1.13,17.0,1.13,1000.0,1.13,19.0,1.13,10.0,1.13,12.5,1.13,26.0,1.13,36.0,1.13,18.5,1.13,22.0,1.13,42.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,17.0,1.13,1000.0,33720928,67155272.0,13494267.0,58805.0,1.234998809,1.234998854,1.234998893,1.234998818
South Korean K3 League,2024-10-27,02:00:00,Gangneung City,Hwaseong FC,3.45,5.2,1.82,2.32,2.96,4.5,1.64,2.12,1.9,2.54,1.74,2.26,1.79,2.34,1.13,14.5,1.13,10.5,1.13,14.5,1.13,30.0,1.13,17.0,1.13,9.8,1.13,13.5,1.13,29.0,1.13,36.0,1.13,21.0,1.13,25.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,21.0,1.13,1000.0,33720930,11620059.0,23492514.0,58805.0,1.234998719,1.234998764,1.234998803,1.234998728
