League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Indonesian Liga 1,2024-09-17,05:30:00,PSBS Biak Numfor,Madura Utd,2.06,2.18,3.75,4.3,3.5,4.0,1.92,2.04,1.97,2.08,1.77,1.91,2.1,2.3,10.5,17.0,12.5,20.0,20.0,980.0,4.9,1000.0,7.8,11.0,6.8,14.0,13.0,19.0,4.7,980.0,11.0,15.5,8.8,12.0,4.6,1000.0,4.8,980.0,20.0,980.0,4.3,980.0,5.2,980.0,5.0,980.0,3.95,55.0,5.1,1000.0,5.2,1000.0,33592305,13520951.0,11195376.0,58805.0,1.23307463,1.233074675,1.233074714,1.233074639
Portuguese U23,2024-09-17,07:00:00,Portimonense SC U23,Santa Clara U23,3.15,3.65,2.2,2.48,3.4,3.95,1.88,2.06,1.95,2.14,1.77,1.93,2.06,2.3,5.6,17.5,8.8,11.0,11.5,980.0,6.6,980.0,5.4,980.0,7.0,14.0,9.6,12.5,6.4,980.0,6.4,980.0,5.8,980.0,6.0,980.0,7.0,980.0,7.6,980.0,7.0,980.0,7.4,980.0,7.8,980.0,5.7,980.0,5.9,980.0,8.4,1000.0,33594293,20182453.0,59915959.0,58805.0,1.233096575,1.23309662,1.233096659,1.233096584
AFC Champions League,2024-09-17,07:00:00,Gwangju FC,Yokohama FM,2.72,3.05,2.4,2.66,3.7,4.1,2.26,2.5,1.66,1.79,1.65,1.72,2.38,2.52,17.5,22.0,11.0,980.0,15.5,22.0,4.9,42.0,12.5,980.0,7.2,980.0,9.6,980.0,18.5,30.0,17.5,26.0,10.0,980.0,13.5,980.0,5.1,38.0,4.9,980.0,5.0,34.0,4.9,40.0,28.0,980.0,4.3,23.0,4.3,980.0,5.3,980.0,33594835,5348611.0,441087.0,58805.0,1.233106672,1.233106717,1.233106756,1.233106681
AFC Champions League,2024-09-17,07:00:00,Shandong Taishan,Central Coast Mariners,2.16,2.22,3.85,3.95,3.45,3.65,2.14,2.18,1.86,1.87,1.68,1.8,2.24,2.46,14.0,16.0,14.5,16.5,24.0,980.0,55.0,70.0,9.6,11.0,7.6,8.4,14.0,16.0,34.0,980.0,12.0,14.5,9.6,11.0,15.0,17.0,26.0,980.0,23.0,26.0,19.0,22.0,28.0,980.0,48.0,80.0,13.0,15.5,30.0,36.0,14.5,980.0,33594841,50443279.0,1205126.0,58805.0,1.233106582,1.233106627,1.233106666,1.233106591
Chinese League 1,2024-09-17,08:30:00,Shanghai Jiading,Heilongjiang Lava Spring,2.62,2.94,2.92,3.3,2.96,3.35,1.6,1.69,2.44,2.68,2.0,2.26,1.8,1.99,7.6,9.8,8.0,11.0,15.5,1000.0,6.6,1000.0,7.4,9.8,5.8,7.6,11.0,980.0,6.4,1000.0,5.8,980.0,11.0,980.0,5.7,1000.0,7.6,980.0,6.6,980.0,6.4,980.0,7.6,980.0,7.2,980.0,6.4,980.0,6.8,1000.0,7.6,1000.0,33574870,12900467.0,13288774.0,58805.0,1.232873874,1.232873919,1.232873958,1.232873883
Indonesian Liga 1,2024-09-17,09:00:00,Pusamania Borneo FC,Malut United,1.5,1.55,7.0,8.2,4.4,5.0,2.28,2.42,1.7,1.78,1.82,1.98,2.02,2.22,15.5,980.0,22.0,980.0,6.2,980.0,6.6,980.0,7.8,10.5,8.6,11.5,22.0,980.0,6.4,980.0,8.0,10.5,8.4,11.0,17.5,980.0,6.4,980.0,11.5,16.0,12.0,16.5,5.7,980.0,6.4,980.0,3.75,7.8,6.4,980.0,6.8,1000.0,33592303,9130100.0,65210173.0,58805.0,1.233074720,1.233074765,1.233074804,1.233074729
AFC Champions League,2024-09-17,09:00:00,Buriram Utd,Kobe,3.55,3.95,2.04,2.2,3.8,4.1,2.12,2.32,1.76,1.89,1.69,1.82,2.2,2.46,14.5,18.0,9.4,12.0,12.0,14.5,18.0,27.0,14.0,18.0,7.6,9.6,8.8,11.5,16.0,21.0,7.0,32.0,12.5,17.0,15.0,19.0,6.8,980.0,7.8,980.0,7.2,44.0,7.4,50.0,7.8,980.0,7.0,36.0,5.2,13.0,8.6,1000.0,33594843,7039295.0,441082.0,58805.0,1.233106762,1.233106807,1.233106846,1.233106771
AFC Champions League,2024-09-17,09:00:00,Shanghai Shenhua,Pohang Steelers,2.12,2.26,3.4,3.85,3.75,3.95,2.1,2.32,1.75,1.9,1.64,1.77,2.3,2.56,15.0,1000.0,14.5,16.5,26.0,32.0,55.0,70.0,9.8,12.0,7.8,8.6,13.0,15.0,32.0,40.0,13.0,15.0,9.2,11.0,15.0,17.0,36.0,46.0,21.0,29.0,17.5,22.0,26.0,34.0,42.0,80.0,11.0,16.0,28.0,34.0,11.5,1000.0,33594852,1550828.0,1363823.0,58805.0,1.233106914,1.233106960,1.233106999,1.233106924
UEFA Youth League,2024-09-17,09:00:00,Sporting CP U19,OSC Lille U19,1.64,1.69,4.6,6.4,4.0,5.8,2.02,3.0,1.72,1.99,1.74,1.94,2.06,2.36,8.0,34.0,1.16,980.0,1.16,1000.0,1.16,1000.0,1.11,980.0,1.16,980.0,1.16,980.0,1.16,1000.0,1.16,1000.0,1.12,980.0,1.16,980.0,1.16,1000.0,1.16,1000.0,1.14,980.0,1.16,1000.0,1.16,1000.0,1.13,980.0,1.55,1000.0,1.16,1000.0,33595541,9458888.0,10723818.0,58805.0,1.233119114,1.233119159,1.233119198,1.233119123
UEFA Youth League,2024-09-17,09:00:00,Juventus U19,PSV Eindhoven U19,2.08,2.32,3.1,3.7,3.75,5.1,2.0,2.58,1.64,1.93,1.59,1.77,2.3,2.68,8.0,30.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.09,980.0,1.13,980.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.1,980.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.12,980.0,1.13,1000.0,1.13,1000.0,1.55,1000.0,1.55,1000.0,1.13,1000.0,33595547,2502329.0,6611366.0,58805.0,1.233119024,1.233119069,1.233119108,1.233119033
UEFA Youth League,2024-09-17,09:00:00,Young Boys U19,Aston Villa U19,2.56,3.1,2.28,2.7,4.1,5.9,2.52,3.0,1.5,1.65,1.52,1.62,2.6,2.94,9.0,42.0,2.54,980.0,1.43,980.0,1.26,980.0,2.42,980.0,4.2,980.0,4.0,980.0,1.36,980.0,1.44,980.0,4.5,980.0,2.38,980.0,1.44,980.0,1.23,980.0,1.44,980.0,1.37,980.0,6.0,980.0,1.55,980.0,1.55,980.0,2.04,1000.0,33595628,20607349.0,6569320.0,58805.0,1.233121529,1.233121574,1.233121613,1.233121538
Israeli Liga Alef,2024-09-17,10:00:00,Shimshon Tel Aviv,Hapoel Tzafririm Holon,2.16,1000.0,1.8,3.65,2.92,5.0,1.21,12.5,1.08,6.0,1.12,2.18,1.85,1000.0,1.08,13.5,1.13,980.0,1.13,1000.0,1.13,1000.0,1.13,980.0,1.13,980.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.1,980.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.18,1000.0,1.55,1000.0,1.55,1000.0,1.18,1000.0,33596342,10437880.0,10397243.0,58805.0,1.233131268,1.233131313,1.233131352,1.233131277
Indian Super League,2024-09-17,11:00:00,FC Goa,Jamshedpur FC,1.63,1.67,5.2,6.0,4.5,5.0,2.56,2.7,1.59,1.64,1.66,1.81,2.22,2.5,3.55,980.0,20.0,980.0,4.2,980.0,4.2,980.0,9.8,980.0,9.6,12.5,17.5,980.0,4.2,980.0,9.6,980.0,8.4,11.0,5.5,980.0,4.2,980.0,13.5,980.0,12.5,980.0,5.8,980.0,3.95,980.0,2.64,7.4,4.2,980.0,4.1,1000.0,33574775,8900343.0,16081873.0,58805.0,1.232880730,1.232880733,1.232880777,1.232880778
Romanian Liga II,2024-09-17,11:00:00,CSM Scolar Resita,Csikszereda,2.42,2.66,2.98,3.45,3.15,3.6,1.81,1.95,2.04,2.22,1.8,2.02,1.98,2.26,8.8,980.0,3.5,980.0,3.75,980.0,4.1,980.0,3.4,12.5,6.4,9.4,3.5,980.0,4.0,980.0,3.7,980.0,3.55,15.0,4.0,980.0,4.1,980.0,4.0,980.0,3.9,980.0,4.0,980.0,4.2,980.0,3.8,980.0,4.0,980.0,4.4,1000.0,33584240,12623697.0,8886239.0,58805.0,1.232975581,1.232975626,1.232975665,1.232975590
Portuguese U23,2024-09-17,11:00:00,Estrela U23,Mafra U23,1.97,2.16,3.75,4.4,3.45,4.0,1.91,2.0,2.0,2.1,1.79,1.96,2.04,2.28,9.8,16.5,11.5,17.0,4.4,980.0,4.8,980.0,7.2,11.0,6.8,8.8,4.3,19.0,4.7,980.0,10.0,15.0,8.6,12.5,4.3,980.0,4.7,980.0,4.4,980.0,4.3,980.0,4.5,980.0,4.8,980.0,3.9,980.0,4.7,980.0,5.0,1000.0,33594589,59083052.0,51945994.0,58805.0,1.233102185,1.233102230,1.233102269,1.233102194
