League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
Armenian Premier League,2024-11-05,08:00:00,FC Van Yerevan,FC Ararat Yerevan,1.97,2.18,4.0,4.8,3.25,3.7,1.77,1.9,2.1,2.3,1.86,2.04,1.97,2.16,3.8,980.0,3.95,980.0,4.8,40.0,2.16,1000.0,7.2,980.0,6.6,14.0,3.3,980.0,4.9,1000.0,3.75,14.0,3.65,12.5,3.35,980.0,2.46,85.0,3.4,28.0,3.0,28.0,4.7,1000.0,3.3,160.0,4.2,21.0,3.25,270.0,3.4,1000.0,33753320,25541480.0,7180004.0,58805.0,1.235559795,1.23555984,1.235559879,1.235559804,2.94,3.15,1.46,1.51,4.4,21.0,1.08,1.11,3.25,3.75,1.36,1.43,1.26,1.33,1.85,2.06,1.37,1.44,1.235559796,1.235559798,1.235559799,1.235559843
Saudi 1st Division,2024-11-05,09:25:00,Al Jabalain,Al-Suqoor,5.3,7.0,1.66,1.82,3.6,4.4,1.75,1.87,2.14,2.34,0.0,0.0,0.0,0.0,8.8,980.0,5.7,980.0,7.0,10.5,12.5,21.0,12.5,980.0,7.2,980.0,7.6,980.0,4.4,24.0,5.0,60.0,4.6,980.0,4.6,980.0,4.9,55.0,5.3,1000.0,5.2,120.0,5.2,130.0,5.3,1000.0,5.3,160.0,9.4,15.5,5.4,1000.0,33753442,12401456.0,21340695.0,58805.0,1.235559711,1.235559707,0.0,1.235559714,2.96,3.25,1.45,1.51,0.0,0.0,0.0,0.0,3.2,4.3,1.37,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.235559715,0.0,1.235559713
English U21 Pro Development League,2024-11-05,10:00:00,Wigan Athletic U21,Sheff Wed U21,3.75,4.4,1.76,1.92,4.4,5.4,2.94,3.4,1.43,1.51,1.58,1.61,2.64,2.7,6.2,980.0,5.2,980.0,12.5,17.5,5.7,24.0,5.8,980.0,9.8,980.0,9.0,12.0,13.5,70.0,6.2,42.0,13.5,980.0,12.5,980.0,18.0,24.0,6.6,85.0,6.2,44.0,6.0,38.0,6.4,200.0,5.7,260.0,5.8,7.4,7.0,1000.0,33753475,6596986.0,6813026.0,58805.0,1.235565035,1.23556508,1.235565119,1.235565044,4.4,5.6,1.23,1.28,1.92,110.0,1.02,1.04,1.15,36.0,1.14,1.17,2.08,2.38,1.29,1.36,1.22,1.3,1.235565036,1.235565038,1.235565039,1.235565083
English U21 Pro Development League,2024-11-05,10:00:00,Sheff Utd U21,Hull City U21,1.44,1.52,5.6,7.8,5.7,6.8,3.75,4.4,1.29,1.36,1.55,1.6,2.66,2.8,4.8,980.0,4.7,980.0,4.8,85.0,5.0,180.0,14.0,980.0,12.5,21.0,4.4,980.0,4.8,80.0,10.5,18.0,3.75,14.5,13.5,980.0,4.7,55.0,11.0,19.0,3.95,17.5,4.2,25.0,4.7,65.0,3.1,4.1,4.5,42.0,5.0,270.0,33753561,6812038.0,7840178.0,58805.0,1.235564855,1.2355649,1.235564939,1.235564864,5.1,7.0,1.19,1.22,1.92,1000.0,1.01,1.03,5.0,21.0,1.09,1.12,1.17,1.2,2.88,3.3,1.17,1.22,1.235564856,1.235564858,1.235564859,1.235564903
English U21 Pro Development League,2024-11-05,10:30:00,Peterborough United U21,Fleetwood Town U21,1.77,1.94,3.45,4.1,4.8,6.0,3.5,4.2,1.32,1.37,1.5,1.52,2.92,3.25,3.3,980.0,7.2,980.0,4.7,40.0,3.35,75.0,4.3,980.0,12.0,980.0,6.2,980.0,7.6,38.0,5.4,19.5,5.4,980.0,6.0,980.0,7.2,30.0,4.4,25.0,6.4,20.0,6.4,21.0,4.7,200.0,3.6,5.8,6.0,270.0,5.2,170.0,33753534,47816486.0,59391912.0,58805.0,1.235564945,1.23556499,1.235565029,1.235564954,5.1,6.8,1.19,1.23,1.92,95.0,1.02,1.03,2.42,55.0,1.09,1.12,1.32,1.4,2.06,2.3,1.21,1.27,1.235564946,1.235564948,1.235564949,1.235564993
English U21 Pro Development League,2024-11-05,11:00:00,Barnsley U21,Birmingham U21,1.79,2.0,3.35,3.95,4.6,5.7,3.4,4.2,1.31,1.41,1.42,1.49,3.05,3.35,6.2,46.0,6.0,34.0,6.2,42.0,6.6,75.0,5.5,24.0,11.0,15.5,5.5,19.5,6.0,36.0,5.6,21.0,10.0,13.5,12.5,60.0,6.0,34.0,5.8,28.0,5.4,18.5,5.8,24.0,6.2,200.0,4.8,6.2,13.0,220.0,7.0,200.0,33753623,6667038.0,6813025.0,58805.0,1.235564765,1.23556481,1.235564849,1.235564774,4.7,6.0,1.2,1.25,1.92,1000.0,1.02,1.03,2.14,55.0,1.09,1.13,1.33,1.42,2.0,2.3,1.21,1.28,1.235564766,1.235564768,1.235564769,1.235564813
Saudi 1st Division,2024-11-05,11:35:00,Al Jubail,Abha,3.5,4.0,2.08,2.36,3.45,3.85,1.8,1.95,2.06,2.26,0.0,0.0,0.0,0.0,4.8,980.0,4.0,980.0,4.6,15.0,5.4,30.0,4.6,980.0,6.4,980.0,4.3,980.0,5.3,28.0,5.4,30.0,4.7,980.0,5.1,980.0,5.8,48.0,6.0,90.0,5.9,55.0,6.0,70.0,6.2,1000.0,6.0,65.0,5.1,24.0,6.6,1000.0,33753586,26543395.0,10732580.0,58805.0,1.235564756,1.235564752,0.0,1.235564758,2.96,3.2,1.46,1.51,0.0,0.0,0.0,0.0,3.3,3.9,1.35,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.235564759,0.0,1.235564757
Romanian Liga II,2024-11-05,12:00:00,Csikszereda,CSM Slatina,1.84,1.92,5.3,6.6,3.2,3.65,1.59,1.7,2.44,2.74,2.16,2.4,1.71,1.85,4.5,1000.0,5.5,980.0,1.95,48.0,1.74,1000.0,3.85,980.0,4.2,980.0,6.2,980.0,7.8,1000.0,4.6,11.0,4.8,980.0,2.22,980.0,7.8,1000.0,6.0,22.0,4.3,26.0,7.2,60.0,4.3,1000.0,5.9,22.0,1.73,1000.0,8.2,1000.0,33739487,8886239.0,20135213.0,58805.0,1.235321399,1.235321444,1.235321483,1.235321408,2.68,2.9,1.53,1.59,2.84,21.0,1.1,1.11,2.68,3.15,1.47,1.56,1.18,1.23,2.06,2.2,1.37,1.44,1.2353214,1.235321402,1.235321403,1.235321447
Saudi 1st Division,2024-11-05,12:00:00,Al Najma Club,Al-Ain,1.54,1.63,5.9,14.0,3.95,4.6,1.83,1.97,2.04,2.22,0.0,0.0,0.0,0.0,4.4,980.0,5.0,980.0,5.6,65.0,3.35,1000.0,3.5,980.0,4.0,11.5,5.2,980.0,5.0,140.0,3.65,10.0,3.95,980.0,4.4,980.0,2.4,140.0,10.5,17.5,4.8,22.0,5.5,55.0,2.42,1000.0,7.6,12.0,2.42,1000.0,2.46,1000.0,33753607,6818023.0,11707638.0,58805.0,1.235564745,1.235564741,0.0,1.235564747,2.98,3.3,1.44,1.5,0.0,0.0,0.0,0.0,3.45,3.95,1.34,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.235564748,0.0,1.235564746
UEFA Champions League,2024-11-05,14:45:00,PSV,Girona,1.83,1.84,4.6,4.7,4.1,4.2,2.44,2.48,1.67,1.69,1.65,1.68,2.46,2.54,20.0,23.0,20.0,21.0,34.0,38.0,90.0,100.0,11.5,12.0,9.0,9.2,16.0,17.0,46.0,48.0,12.0,12.5,9.6,9.8,15.0,15.5,42.0,46.0,18.0,19.5,16.0,16.5,25.0,26.0,60.0,70.0,8.2,8.4,38.0,42.0,180.0,520.0,33717608,48451.0,968185.0,58805.0,1.234930773,1.234930712,1.234930772,1.234930783,3.85,3.95,1.34,1.35,19.5,23.0,1.04,1.06,5.4,5.5,1.22,1.23,1.27,1.28,2.18,2.22,1.31,1.33,1.234930775,1.234930777,1.234930778,1.234930716
