League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Japanese J League 3,2024-10-12,00:55:00,FC Imabari,Yokohama SCC,1.32,1.39,8.8,14.0,5.1,7.6,2.16,2.36,1.74,1.87,2.18,2.36,1.73,1.84,1.03,25.0,1.03,40.0,1.03,130.0,1.03,1000.0,1.03,9.8,1.03,15.5,1.03,46.0,1.03,230.0,1.03,9.2,1.03,13.0,1.03,40.0,1.03,180.0,1.03,12.5,1.03,19.5,1.03,55.0,1.03,240.0,1.01,7.2,1.01,1000.0,1.03,1000.0,33671771,6641602.0,7391084.0,58805.0,1.234175478,1.234175523,1.234175562,1.234175487
Japanese J League 3,2024-10-12,01:00:00,Kitakyushu,Vanraure Hachinohe,2.18,2.5,3.4,4.1,2.96,3.6,1.6,1.77,2.28,3.6,1.12,20.0,1.12,9.4,1.03,11.0,1.03,12.5,1.03,1000.0,1.03,1000.0,1.03,9.0,1.03,8.2,1.03,17.5,1.03,1000.0,1.03,14.5,1.03,13.0,1.03,24.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33671756,5026013.0,7632116.0,58805.0,1.234175748,1.234175793,1.234175832,1.234175757
Japanese J League 3,2024-10-12,04:00:00,Tegevajaro Miyazaki,Toyama,3.75,4.8,1.95,2.22,3.15,4.0,1.74,2.02,1.98,2.36,1.12,20.0,1.12,20.0,1.06,13.5,1.06,9.6,1.06,13.0,1.06,1000.0,1.06,15.5,1.06,9.0,1.06,12.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,18.0,1.06,1000.0,33671760,16139510.0,4296466.0,58805.0,1.234175658,1.234175703,1.234175742,1.234175667
Chinese League 2,2024-10-12,04:00:00,Jiangxi Dark Horse Junior,Taian Tiankuang,1.47,2.46,3.3,15.5,1.8,4.0,1.35,3.5,1.4,3.85,1.12,20.0,1.12,20.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,33680323,46993485.0,47112788.0,58805.0,1.234298024,1.234298069,1.234298108,1.234298033
Chinese League 2,2024-10-12,04:00:00,Quanzhou Yaxin,Hubei Chufeng Heli,1.73,2.54,1.09,5.7,1.36,6.0,1.6,3.15,1.46,2.68,1.12,20.0,1.12,20.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,33680354,39642404.0,23344285.0,58805.0,1.234298658,1.234298703,1.234298743,1.234298667
Chinese League 2,2024-10-12,04:00:00,Beijing Tech FC,Hainan Star,2.3,2.8,1.42,3.75,1.37,4.2,1.18,21.0,1.05,8.8,1.12,20.0,1.12,20.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,33680333,17824433.0,46993484.0,58805.0,1.234297934,1.234297979,1.234298018,1.234297943
Chinese League 2,2024-10-12,04:00:00,Rizhao Yuqi,Shaoxing Shangyu Pterosaur,2.0,3.5,2.58,8.4,1.68,10.5,1.39,2.42,1.71,3.55,1.12,20.0,1.12,20.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,33680319,68101072.0,46839416.0,58805.0,1.234298114,1.234298159,1.234298198,1.234298123
Chinese League 2,2024-10-12,04:00:00,Guangxi Lanhang,Xian Chongde Ronghai,1.32,2.76,1.32,3.65,1.38,4.2,1.18,1000.0,1.01,8.8,1.12,20.0,1.12,20.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,1.06,1000.0,33680318,55942514.0,68158822.0,58805.0,1.234298204,1.234298249,1.234298288,1.234298213
Japanese J League 3,2024-10-12,05:00:00,FC Ryukyu,Sagamihara,2.56,2.9,2.82,3.25,3.1,3.6,1.71,1.93,2.06,2.42,1.12,2.02,1.12,2.48,8.8,14.5,8.2,13.5,14.5,24.0,36.0,65.0,7.6,12.5,5.5,8.0,9.4,15.5,26.0,44.0,13.0,22.0,9.0,14.5,13.5,23.0,36.0,65.0,30.0,55.0,23.0,40.0,34.0,60.0,80.0,150.0,1.01,38.0,1.01,46.0,1.01,1000.0,33671750,7379405.0,9339232.0,58805.0,1.234176144,1.234176189,1.234176228,1.234176153
Portuguese Segunda Liga,2024-10-12,07:00:00,Tondela,Leixoes,2.56,2.76,2.98,3.3,3.15,3.45,1.72,1.84,2.2,2.38,1.84,2.0,2.0,2.2,9.8,11.5,9.6,11.0,7.6,23.0,8.6,60.0,8.6,9.8,6.4,7.2,11.5,14.5,9.0,42.0,7.0,18.5,6.2,13.0,7.4,21.0,8.8,60.0,8.6,44.0,8.0,34.0,8.8,55.0,9.0,130.0,7.4,32.0,8.0,50.0,9.8,1000.0,33663152,4240339.0,146050.0,58805.0,1.234045478,1.234045523,1.234045562,1.234045487
