,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-10-16,10:00:00,ITALY - SERIE D,San Marino Calcio,Lentigione Calcio,2.1,2.28,2.32,1000.0,1.2344788
2,2024-10-16,10:30:00,CROATIA - PRVA NL,Vukovar 1991,Bijelo Brdo,1.35,11.0,4.3,34.0,1.2344272
3,2024-10-16,10:30:00,CROATIA - PRVA NL,Dugopolje,Croatia Zmijavci,2.22,3.3,2.98,13.0,1.2344275
4,2024-10-16,11:00:00,ARMENIA - PREMIER LEAGUE,Alashkert,Noah,3.0,2.24,2.42,1000.0,1.234467
5,2024-10-16,12:00:00,URUGUAY - PRIMERA DIVISION,Racing Montevideo,Rampla Juniors,1.87,4.9,3.4,17.0,1.2343887
6,2024-10-16,12:00:00,ARMENIA - PREMIER LEAGUE,Urartu,Van,1.53,5.6,4.1,25.0,1.2344669
7,2024-10-16,13:00:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Zrinjski,Radnik Bijeljina,1.08,15.0,3.3,1000.0,1.2344607
8,2024-10-16,14:00:00,SPAIN - SEGUNDA RFEF,Barbastro,Calahorra,2.46,2.7,2.56,11.0,1.2344558
9,2024-10-16,15:00:00,URUGUAY - PRIMERA DIVISION,Danubio,Penarol,4.8,1.91,3.2,7.6,1.2343528
10,2024-10-16,17:30:00,URUGUAY - PRIMERA DIVISION,Boston River,Progreso,2.02,4.1,3.35,16.5,1.2343659
11,2024-10-16,19:00:00,CHILE - PRIMERA DIVISION,Union La Calera,Colo Colo,6.4,1.6,4.0,7.2,1.2343967
12,2024-10-16,20:00:00,BRAZIL - SERIE B,Chapecoense-SC,Santos,5.2,1.86,3.25,6.6,1.2343655
13,2024-10-16,20:00:00,URUGUAY - PRIMERA DIVISION,River Plate,Defensor Sp.,3.7,2.04,3.55,10.0,1.234373
14,2024-10-16,21:30:00,BRAZIL - SERIE B,Sport Recife,Operario,1.62,7.2,3.65,20.0,1.2343721
15,2024-10-16,21:45:00,BRAZIL - SERIE A,Fortaleza,Atletico-MG,1.76,6.2,3.6,16.5,1.2339523
16,2024-10-16,21:45:00,BRAZIL - SERIE A,Sao Paulo,Vasco,1.7,6.4,3.85,16.5,1.2339522
17,2024-10-16,22:05:00,COLOMBIA - PRIMERA A,Millonarios,Fortaleza,1.69,5.2,2.98,19.0,1.2342165
