,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,AI_LAY_AWAY_RETORNOS,23/03/2024,12:00,SPAIN - PRIMERA RFEF,R. Sociedad B,Teruel,1.7,3.2,4.75,2.38,1.53,2.25,1.57,D,H,D
2,AI_LAY_AWAY_RETORNOS,23/03/2024,12:00,SPAIN - PRIMERA RFEF,Cordoba,San Fernando,1.4,4.5,5.75,2.0,1.8,2.5,1.5,D,H,D
3,AI_LAY_AWAY_RETORNOS,23/03/2024,12:00,SCOTLAND - LEAGUE TWO,East Fife,Stranraer,1.85,3.1,4.2,1.98,1.88,1.8,1.91,D,A,H
4,AI_LAY_AWAY_RETORNOS,23/03/2024,12:00,SCOTLAND - CHAMPIONSHIP,Morton,Dunfermline,2.0,3.4,3.1,2.05,1.75,1.83,1.83,A,H,H
5,AI_LAY_AWAY_RETORNOS,23/03/2024,12:00,ENGLAND - LEAGUE TWO,Doncaster,Forest Green,2.0,3.5,3.75,2.03,1.83,1.83,1.83,A,A,H
6,AI_LAY_AWAY_RETORNOS,23/03/2024,12:00,ENGLAND - LEAGUE TWO,Notts Co,Salford,2.0,4.2,3.2,1.44,2.7,1.44,2.63,A,A,H
7,AI_LAY_AWAY_RETORNOS,23/03/2024,12:00,ENGLAND - LEAGUE TWO,Sutton,Accrington,2.1,3.5,3.4,1.9,1.95,1.73,2.0,A,A,H
8,AI_LAY_AWAY_RETORNOS,23/03/2024,12:00,ENGLAND - LEAGUE TWO,Tranmere,Crawley,2.0,3.6,3.6,1.67,2.15,1.57,2.25,A,A,H
9,AI_LAY_AWAY_RETORNOS,23/03/2024,12:00,SCOTLAND - LEAGUE TWO,Stenhousemuir,Peterhead,1.85,3.2,4.0,2.05,1.75,1.83,1.83,D,A,H
10,AI_LAY_AWAY_RETORNOS,23/03/2024,12:00,SCOTLAND - LEAGUE ONE,Alloa,Queen of South,1.85,3.4,3.6,1.7,2.1,1.62,2.2,H,H,D
11,AI_LAY_AWAY_RETORNOS,23/03/2024,12:00,SCOTLAND - CHAMPIONSHIP,Ayr,Queen's Park,2.1,3.4,2.88,1.8,2.0,1.67,2.1,A,H,H
12,AI_LAY_AWAY_RETORNOS,23/03/2024,12:00,ENGLAND - LEAGUE TWO,Barrow,Newport,1.73,3.6,5.0,2.05,1.8,1.91,1.8,A,A,H
13,AI_LAY_AWAY_RETORNOS,23/03/2024,14:15,ENGLAND - LEAGUE TWO,Stockport County,MK Dons,1.8,3.6,4.5,1.88,1.98,1.73,2.0,A,A,H
14,AI_LAY_AWAY_RETORNOS,23/03/2024,15:00,SPAIN - PRIMERA RFEF,Celta Vigo B,Fuenlabrada,1.73,3.25,4.33,2.15,1.67,2.1,1.67,D,H,D
15,AI_LAY_AWAY_RETORNOS,23/03/2024,16:00,COLOMBIA - PRIMERA A,Millonarios,Deportivo Cali,1.57,4.0,6.0,2.03,1.83,2.0,1.73,D,H,D
16,AI_LAY_AWAY_RETORNOS,23/03/2024,16:00,SPAIN - PRIMERA RFEF,Sabadell,Arenteiro,2.1,2.9,3.6,2.5,1.5,2.2,1.62,D,H,D
17,AI_LAY_AWAY_RETORNOS,23/03/2024,17:00,SPAIN - LALIGA2,Espanyol,Tenerife,2.0,3.0,4.5,2.7,1.44,2.25,1.57,A,H,D
18,AI_LAY_AWAY_RETORNOS,23/03/2024,18:10,COLOMBIA - PRIMERA A,Tolima,Deportivo Pereira,1.85,3.4,4.5,2.2,1.65,2.0,1.73,D,H,D
19,AI_LAY_AWAY_RETORNOS,23/03/2024,22:00,MEXICO - LIGA MX,FC Juarez,Puebla,2.0,3.75,3.4,1.73,2.08,1.62,2.2,H,A,D
